_projectid,_teacher_acctid,_schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_zip,school_metro,school_district,school_county,school_charter,school_magnet,school_year_round,school_nlns,school_kipp,school_charter_ready_promise,teacher_prefix,teacher_teach_for_america,teacher_ny_teaching_fellow,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,vendor_shipping_charges,sales_tax,payment_processing_charges,fulfillment_labor_materials,total_price_excluding_optional_support,total_price_including_optional_support,students_reached,total_donations,num_donors,eligible_double_your_impact_match,eligible_almost_home_match,funding_status,date_posted,date_completed,date_thank_you_packet_mailed,date_expiration
"""f1ea8e14f2bde6079dd493c5471bad96""","""435846269d53292e91c7e66a522025b6""","""2abc913fb54650dc1f611a1b6c8847c9""",3.60E+11,40.84822,-73.903632,Bronx,NY,10457,urban,New York City Dept Of Ed,Bronx,f,f,f,t,f,f,Ms.,t,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 3-5,,,,,521.5,635.98,0,602,2,f,f,completed,9/22/2003,12/5/2003,3/9/2004,5/22/2004
"""5b5100099d37e28b7b24ff802db57088""","""435846269d53292e91c7e66a522025b6""","""2abc913fb54650dc1f611a1b6c8847c9""",3.60E+11,40.84822,-73.903632,Bronx,NY,10457,urban,New York City Dept Of Ed,Bronx,f,f,f,t,f,f,Ms.,t,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,,,,,405,493.9,0,445.5,1,f,f,completed,12/25/2002,1/13/2003,2/26/2003,8/25/2003
"""58e0375a4530eee65e53f82c23648878""","""a214021dd7120ae314a3cfb0504e8094""","""9c7e5ceeabc970710da96e2bf8c61789""",,40.836655,-73.937113,NEW YORK,NY,10032,,,New York (Manhattan),f,f,f,f,f,f,Ms.,t,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades 6-8,,,,,584,712.2,0,642.4,2,f,f,completed,1/24/2003,2/28/2003,5/19/2003,9/24/2003
"""bf6646dc474d33db41efacd1d65b8b24""","""34af0f061ba5b8332bd0d4d6ecaca109""","""0bf28794e5426a4c8a058b6d1a32614b""",3.60E+11,40.625799,-73.938051,Brooklyn,NY,11210,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,f,f,f,f,Ms.,f,f,Other,Applied Learning,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 3-5,,,,,138,168.29,0,151.8,1,f,f,completed,1/22/2003,1/27/2003,5/1/2003,9/22/2003
"""eea159cba8d177449e9aa79cd66e9148""","""fc139616152f273228945bc7ad0cafc0""","""2d32e8ca1222e2c807dbc73ab73eeeba""",3.60E+11,40.86051,-73.927604,New York,NY,10040,urban,New York City Dept Of Ed,New York (Manhattan),f,f,f,f,f,f,Ms.,f,t,Early Development,Applied Learning,,,Trips,highest poverty,Grades 3-5,,,,,710,865.85,0,771,2,f,f,completed,12/16/2002,1/2/2003,7/25/2003,1/9/2003
"""2b2e595cc6ad80f30f2c4087e50de246""","""4557b201266729238b42cf428b7b406a""","""dbddc126f9dabb3f7472759d0906ef5b""",,40.806587,-73.950976,New York,NY,10027,urban,District 75,New York (Manhattan),f,f,t,f,f,f,Mrs.,f,f,Music,Music & The Arts,Literacy,Literacy & Language,Technology,highest poverty,Grades 6-8,,,,,235,286.59,0,258.5,1,f,f,completed,1/21/2003,2/5/2003,5/1/2003,9/21/2003
"""d6f982c7ef224aceb3e1bfa9b54d0c2d""","""571bfa5978f017374c1a3003891c2193""","""356d99580221ae5036342d8a720e9192""",3.60E+11,40.710754,-73.996806,New York,NY,10038,urban,New York City Dept Of Ed,New York (Manhattan),f,f,f,f,f,f,Mrs.,f,f,Early Development,Applied Learning,,,Technology,highest poverty,Grades PreK-2,,,,,387,471.95,0,425.7,1,f,f,completed,1/6/2003,1/27/2003,5/14/2003,9/6/2003
"""255fbd14424e0d44db4040eafe5c9d88""","""9824b0a794285fe527c109c4d27957a0""","""0bf28794e5426a4c8a058b6d1a32614b""",3.60E+11,40.625799,-73.938051,Brooklyn,NY,11210,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,f,f,f,f,Ms.,f,f,Music,Music & The Arts,,,Supplies,highest poverty,Grades 3-5,,,,,2085,2542.68,0,2398,1,f,f,completed,1/13/2003,7/10/2003,1/21/2004,9/13/2003
"""552c0a52ff2272cc969a44ff732aaa94""","""06fcfb9696fce7c157a8c93ab0f775a8""","""17746a1cf95bd2e84932a271eeb42f8a""",3.60E+11,40.81758,-73.902302,Bronx,NY,10455,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,f,f,Other,Applied Learning,Literacy,Literacy & Language,Supplies,highest poverty,Grades 3-5,,,,,325,396.34,0,357.5,1,f,f,completed,1/22/2003,1/28/2003,,9/22/2003
"""f3677ffd880a7ef0a4185ec3e918a8b1""","""672bfbc2e05e5818b22398b4fd1ce9e7""","""cabcc3ed826056c3969a8a99c5aeeaf6""",3.60E+11,40.829224,-73.856899,Bronx,NY,10472,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,,,Supplies,highest poverty,Grades 9-12,,,,,394,480.49,0,448,4,f,f,completed,12/13/2002,3/19/2003,5/14/2003,8/13/2003
"""b1f8187be8533335e8dc19e085beead3""","""9e8b20ddf9a3f2703398a60038591c74""","""30ee0476451eba5c0f8a9fd38b47af5f""",3.62E+11,40.79144,-73.884017,East Elmhurst,NY,11370,,New York City Dept Of Ed,New York (Manhattan),f,f,f,f,f,f,Ms.,f,f,Visual Arts,Music & The Arts,College & Career Prep,Applied Learning,Supplies,highest poverty,Grades 9-12,,,,,426,519.51,0,468.6,1,f,f,completed,1/23/2003,2/11/2003,7/9/2003,5/30/2003
"""1d3ae3ec2af9efe92f710977c036700a""","""34af0f061ba5b8332bd0d4d6ecaca109""","""0bf28794e5426a4c8a058b6d1a32614b""",3.60E+11,40.625799,-73.938051,Brooklyn,NY,11210,urban,New York City Dept Of Ed,Kings (Brooklyn),f,t,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,History & Geography,History & Civics,Books,highest poverty,Grades 3-5,,,,,113.53,138.45,0,131,1,f,f,completed,1/25/2003,3/17/2003,2/18/2004,9/25/2003
"""de0e33ae0409dd6734a9490be191a366""","""731b42535d2b460ffdc223fefae4827c""","""78f4d1aff0f887f59a914a7cb022edc0""",3.60E+11,40.809286,-73.917742,Bronx,NY,10454,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,f,t,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades 3-5,,,,,70,85.37,0,77,1,f,f,completed,1/22/2003,2/3/2003,8/8/2003,9/22/2003
"""a895f3167627b3ba71549f8163c5d7d4""","""731b42535d2b460ffdc223fefae4827c""","""78f4d1aff0f887f59a914a7cb022edc0""",3.60E+11,40.809286,-73.917742,Bronx,NY,10454,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,f,t,Other,Applied Learning,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 3-5,,,,,52,63.41,0,57.2,1,f,f,completed,1/23/2003,2/3/2003,8/8/2003,9/23/2003
"""db840b0e72ea6d29bf02f16866ab982f""","""5a3df0685d9ba22c487dd4221b3216fc""","""0b1e5e63776cd6f4df72b944d73ec4fc""",3.60E+11,40.822987,-73.922531,Bronx,NY,10451,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,f,f,Other,Applied Learning,,,Other,highest poverty,Grades PreK-2,,,,,0,0,0,0,0,f,f,completed,12/25/2002,4/24/2004,,8/25/2003
"""48245b084a11c51593284e774aa297c9""","""672bfbc2e05e5818b22398b4fd1ce9e7""","""cabcc3ed826056c3969a8a99c5aeeaf6""",3.60E+11,40.829224,-73.856899,Bronx,NY,10472,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,,,Supplies,highest poverty,Grades 3-5,,,,,451.1,550.12,0,519,1,f,f,completed,12/19/2003,12/23/2003,5/12/2004,8/19/2004
"""90cf5397f166d7b4de5bff1d9b5cf729""","""266a39083fe128142caa4823be1f9086""","""b42723926706b1cdbd6cc81d6177bec4""",3.60E+11,40.734437,-73.795493,Flushing,NY,11365,urban,New York City Dept Of Ed,Queens,f,f,f,f,f,f,Ms.,f,f,Music,Music & The Arts,,,Supplies,high poverty,Grades 3-5,,,,,4771,5818.29,0,5487,1,f,f,completed,1/16/2003,6/25/2003,11/26/2003,9/16/2003
"""c554282969b913f10a18794669c2603b""","""0bb78a631b0c13d306258a2be6b2967e""","""b96ce92e601ddb001fc7e130f175f263""",3.60E+11,40.653109,-74.00517,Brooklyn,NY,11232,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 3-5,,,,,416.15,507.5,0,479,1,f,f,completed,6/16/2003,8/25/2003,11/26/2003,12/31/2004
"""bb555dc8c353409d11f857f1e4a31fd7""","""672bfbc2e05e5818b22398b4fd1ce9e7""","""cabcc3ed826056c3969a8a99c5aeeaf6""",3.60E+11,40.829224,-73.856899,Bronx,NY,10472,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Mr.,f,f,Mathematics,Math & Science,,,Supplies,highest poverty,Grades 9-12,,,,,451,550,0,487.53,2,f,f,completed,12/13/2002,3/3/2003,8/27/2003,8/13/2003
"""4bc48fd0559cb72479d150bae1ee46b6""","""672bfbc2e05e5818b22398b4fd1ce9e7""","""cabcc3ed826056c3969a8a99c5aeeaf6""",3.60E+11,40.829224,-73.856899,Bronx,NY,10472,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Mr.,f,f,Mathematics,Math & Science,Applied Sciences,Math & Science,Supplies,highest poverty,Grades 6-8,,,,,356.85,435.18,0,406,3,f,f,completed,3/22/2003,5/16/2003,2/24/2004,11/22/2003
"""08d7d144f30d6c5f2febcb922057af10""","""ebb627d0f8c3689423a23038203cb64f""","""404b04de35ab895c49c1bf504b76c8a2""",3.60E+11,40.656298,-73.951604,Brooklyn,NY,11226,urban,Charter School District,Kings (Brooklyn),t,f,f,f,f,f,Ms.,t,f,Literacy,Literacy & Language,,,Technology,highest poverty,Grades 3-5,,,,,300,365.85,0,330,1,f,f,completed,1/15/2003,1/22/2003,5/22/2003,9/15/2003
"""6c02dbeff82cac3d9307ac120811236e""","""de20bf1972fd24aa03ea9b3dbf7210e7""","""c340bf4f4599c2bcf174b430ad2efc71""",3.60E+11,40.846436,-73.935296,New York,NY,10033,urban,New York City Dept Of Ed,New York (Manhattan),f,f,f,f,f,f,Mrs.,t,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,,,,,235,286.59,0,258.5,1,f,f,completed,1/24/2003,1/27/2003,4/22/2003,5/15/2003
"""1b16f796ee53dc140150e457a4c16615""","""c22576cdc50a963e561bb793a7d3986a""","""6eac22fa50e762045871477e83824df5""",3.60E+11,40.849035,-73.930881,New York,NY,10033,urban,New York City Dept Of Ed,New York (Manhattan),f,f,f,f,f,f,Ms.,t,f,Extracurricular,Applied Learning,Mathematics,Math & Science,Supplies,highest poverty,Grades 6-8,,,,,930,1134.15,0,948,6,f,f,completed,1/30/2003,3/3/2003,5/19/2003,9/30/2003
"""4b0284dc74456b3053dc7f7f55ea1ffe""","""ebb627d0f8c3689423a23038203cb64f""","""404b04de35ab895c49c1bf504b76c8a2""",3.60E+11,40.656298,-73.951604,Brooklyn,NY,11226,urban,Charter School District,Kings (Brooklyn),t,f,f,f,f,f,Ms.,t,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,,,,,390,475.61,0,429,1,f,f,completed,1/15/2003,1/22/2003,5/22/2003,9/15/2003
"""aa49adb6c3b86bd216f775699b8c04a1""","""3abf63d848f7470b38e227296c2a80ec""","""8194ed9603de85f65f54c7d3e588ab0b""",3.60E+11,40.593004,-74.158769,Staten Island,NY,10314,urban,New York City Dept Of Ed,Richmond (Staten Island),f,f,f,f,f,f,Ms.,f,f,History & Geography,History & Civics,,,Supplies,highest poverty,Grades 6-8,,,,,337,410.98,0,370.7,1,f,f,completed,1/24/2003,2/11/2003,5/12/2003,9/24/2003
"""7846d5581178c203230f25cf58e85d73""","""ce3da2a0f510d06079af6018587e1f18""","""0b1e5e63776cd6f4df72b944d73ec4fc""",3.60E+11,40.822987,-73.922531,Bronx,NY,10451,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,f,f,Applied Sciences,Math & Science,Early Development,Applied Learning,Technology,highest poverty,Grades PreK-2,,,,,1424,1736.59,0,1638,1,f,f,completed,1/22/2003,3/10/2003,5/6/2003,4/30/2003
"""cb15ce5181b20e85146f875e206775b5""","""32f25963551e3a43b0e77c5e0d2087e0""","""d37f43428c4e66f7199d5511c18be73a""",3.60E+11,40.8383,-73.903172,Bronx,NY,10457,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,t,f,Civics & Government,History & Civics,,,Books,highest poverty,Grades 3-5,,,,,1872,2282.93,35,2153,1,f,f,completed,7/21/2004,8/23/2004,4/28/2005,4/1/2005
"""076884e3f2b8a3dff05706e25b3c9e20""","""32f25963551e3a43b0e77c5e0d2087e0""","""d37f43428c4e66f7199d5511c18be73a""",3.60E+11,40.8383,-73.903172,Bronx,NY,10457,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,t,f,Visual Arts,Music & The Arts,,,Supplies,highest poverty,Grades 3-5,,,,,479,584.15,50,558,2,f,f,completed,7/28/2004,11/2/2004,2/17/2005,4/1/2005
"""96af3d1bb88be2cd3a6cfe6373ad68d4""","""1d3de450638c79ff869c6db7c87331b3""","""8a25e28428241a0833c9fb507c0ec7c0""",3.60E+11,40.819344,-73.91964,Bronx,NY,10451,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,t,f,Environmental Science,Math & Science,,,Trips,highest poverty,Grades PreK-2,,,,,186,226.83,0,204.6,1,f,f,completed,12/25/2002,1/24/2003,7/8/2003,5/15/2003
"""96d4e1b5e0988e7b5391bc3aac296819""","""fc990f160cac4115e0e4618bc7dda7ad""","""105ba4e3d19701b499aa2a365d67dd9f""",3.60E+11,40.85254,-73.921435,Bronx,NY,10453,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Mr.,f,f,Mathematics,Math & Science,,,Technology,highest poverty,Grades 6-8,,,,,350,426.83,0,402,1,f,f,completed,2/25/2003,3/10/2003,5/12/2003,12/31/2003
"""26651feee89587e4264cf3a5e56be820""","""1d3de450638c79ff869c6db7c87331b3""","""8a25e28428241a0833c9fb507c0ec7c0""",3.60E+11,40.819344,-73.91964,Bronx,NY,10451,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,t,f,Early Development,Applied Learning,,,Technology,highest poverty,Grades PreK-2,,,,,355,432.93,0,390.5,1,f,f,completed,12/25/2002,1/8/2003,3/26/2003,8/25/2003
"""3725023085e48eafa3a3b92e96b32f98""","""9ae74c998fe989f68a805f95c74a88b4""","""dff6893f238407261481d93b37d06869""",3.60E+11,40.848419,-73.892927,Bronx,NY,10457,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,t,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 6-8,,,,,400,487.8,0,460,1,f,f,completed,1/23/2003,3/5/2003,1/28/2004,9/23/2003
"""b10f8aeb9dd13b06a35cc844ba98c0aa""","""fd5e23f57eaebe53a51320afbaeec0ee""","""0b1e5e63776cd6f4df72b944d73ec4fc""",3.60E+11,40.822987,-73.922531,Bronx,NY,10451,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,f,f,Other,Applied Learning,,,Other,highest poverty,Grades PreK-2,,,,,0,0,0,0,0,f,f,expired,4/10/2003,,,12/10/2003
"""cd823a24415afa16edfe01bab50cd281""","""c38aa1b68bf451eaeaa41dc2c5ce495a""","""4845f1e0ab10599a42096e551a5d573c""",3.60E+11,40.872721,-73.905197,Bronx,NY,10463,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,t,f,Literacy,Literacy & Language,Early Development,Applied Learning,Books,highest poverty,Grades PreK-2,,,,,142,173.17,0,156.2,1,f,f,completed,1/23/2003,1/27/2003,5/1/2003,4/2/2003
"""acd52decfdf716ad47edd0667b686ce8""","""1d63eeee16c775aa134747e538090b18""","""b7f0c5ace501a3995e914391f9456c3c""",3.60E+11,40.821114,-73.951914,New York,NY,10031,urban,New York City Dept Of Ed,New York (Manhattan),f,f,f,f,f,f,Mr.,f,t,Early Development,Applied Learning,Other,Applied Learning,Technology,highest poverty,Grades 3-5,,,,,260,317.07,0,299,1,f,f,completed,1/8/2003,4/24/2003,7/8/2003,6/30/2003
"""afc6b0ec2752f0dc027260ab00c76054""","""55c29624cdb74469ff2e3db06eaa10a1""","""6f0382325857ae3469d04800c470c509""",,40.753002,-73.992409,New York,NY,10018,,,New York (Manhattan),f,f,f,f,f,f,Mr.,f,f,Early Development,Applied Learning,,,Technology,low poverty,Grades PreK-2,,,,,1620,1975.61,0,1863,1,f,f,completed,1/2/2003,6/30/2004,,7/1/2004
"""185fab1cc8466e4db9545fc02564ae8b""","""774e1871307ca6d52010f68377614e66""","""dff6893f238407261481d93b37d06869""",3.60E+11,40.848419,-73.892927,Bronx,NY,10457,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,t,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades 6-8,,,,,407,496.34,0,447.7,1,f,f,completed,1/23/2003,2/27/2003,8/25/2003,2/28/2003
"""b0fa6d500ba9ee8aa4fe0ad2502119ea""","""c639bd6494b934c182e8ddc7089fd02c""","""74069ee85f6d41fd039befcb64107b5f""",3.60E+11,40.843352,-73.92044,Bronx,NY,10452,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Mr.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,,,,,300,365.85,0,338,2,f,f,completed,1/6/2003,5/13/2003,7/12/2004,9/6/2003
"""3442cf2c480faa68de2c9d78b3ccdd84""","""696c8458f451fc8fbc4c7e470a03f4d4""","""3706b4dd4d68da21df7015cba19dbc02""",3.60E+11,40.80616,-73.94802,New York,NY,10027,urban,New York City Dept Of Ed,New York (Manhattan),t,f,f,t,f,f,Mr.,f,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,high poverty,Grades PreK-2,,,,,196,239.02,0,215.6,1,f,f,completed,1/24/2003,1/28/2003,5/23/2003,5/31/2003
"""b5d011800217dd4eff7a4cc55301058d""","""78d063ad8b94ced46d37cd9f6da300c7""","""28fb4ec7ffa12f7fb4d087f97b09769c""",3.60E+11,40.840462,-73.881445,Bronx,NY,10460,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,t,f,Music,Music & The Arts,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 3-5,,,,,112,136.59,0,123.2,1,f,f,completed,1/23/2003,1/27/2003,4/22/2003,6/27/2004
"""f990602fd2ef8a8ca41730184718a56b""","""760f8b3ac86e3ac286c6e0d4bdd9a039""","""45e7ddbdd7023f1eb65a6cc028d7414f""",3.60E+11,40.841691,-73.875457,Bronx,NY,10460,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 9-12,,,,,600,731.71,0,648.5,2,f,f,completed,1/22/2003,1/22/2003,2/19/2004,9/22/2003
"""da2f0ce13c0f7aa52dad1d0418b638ec""","""760f8b3ac86e3ac286c6e0d4bdd9a039""","""45e7ddbdd7023f1eb65a6cc028d7414f""",3.60E+11,40.841691,-73.875457,Bronx,NY,10460,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,f,f,Performing Arts,Music & The Arts,Literature & Writing,Literacy & Language,Trips,highest poverty,Grades 9-12,,,,,1795,2189.02,0,1795,1,f,f,completed,3/14/2003,3/18/2003,5/4/2004,11/14/2003
"""6f9398970584e0101936d1de96fbd99d""","""b9f9c4b048db691cff7aa4dc85ccae00""","""eb9260238c1d9d4a98480f096ff01e9a""",3.60E+11,40.813699,-73.908713,Bronx,NY,10455,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,t,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades PreK-2,,,,,257,313.41,0,282.7,1,f,f,completed,1/21/2003,2/11/2003,7/21/2003,9/21/2003
"""3d5c52a7dcb6abaa66b7b03a1a61c5c4""","""0c4f14642652f3fdd8f4ba887a4b9fc3""","""6f0382325857ae3469d04800c470c509""",,40.753002,-73.992409,New York,NY,10018,,,New York (Manhattan),f,f,f,f,f,f,Ms.,t,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,low poverty,Grades 3-5,,,,,723,881.71,0,832,1,f,f,completed,1/27/2003,4/18/2003,8/6/2003,9/27/2003
"""32eec773397516a1a38b3bbb8d4c231b""","""0396f89da4c7edea2c79c5a50ad4d2a1""","""e528b3c407cd293e88e4c8f9247d20c6""",3.60E+11,40.822384,-73.907052,Bronx,NY,10456,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Mr.,t,f,Mathematics,Math & Science,Social Sciences,History & Civics,Books,highest poverty,Grades 6-8,,,,,212,258.54,0,233.2,1,f,f,completed,1/25/2003,2/11/2003,7/21/2003,4/30/2003
"""c73612c6f429a3dfe66610fdfc8fd761""","""b9f9c4b048db691cff7aa4dc85ccae00""","""eb9260238c1d9d4a98480f096ff01e9a""",3.60E+11,40.813699,-73.908713,Bronx,NY,10455,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,t,f,Literacy,Literacy & Language,Early Development,Applied Learning,Supplies,highest poverty,Grades PreK-2,,,,,340.76,415.56,0,374.84,1,f,f,completed,1/25/2003,2/5/2003,1/28/2004,9/25/2003
"""b696f8b7dbcc4ad7a93d2cc86d11c1f2""","""c9b185153d0a366455cd0a2186904352""","""dbddc126f9dabb3f7472759d0906ef5b""",,40.806587,-73.950976,New York,NY,10027,urban,District 75,New York (Manhattan),f,f,t,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,History & Geography,History & Civics,Trips,highest poverty,Grades 3-5,,,,,370,451.22,0,370,1,f,f,completed,1/30/2003,3/10/2003,5/6/2003,6/5/2003
"""92fc2c34f0ffdf50e103e5328a56f1fa""","""d18b14ae0eb38d867ba326929afc1999""","""67c49362a19734d92385423d2176c2e1""",3.60E+11,40.815349,-73.955189,New York,NY,10027,urban,Leadership Learning Support Organization,New York (Manhattan),f,f,f,f,f,f,Ms.,t,f,Literacy,Literacy & Language,History & Geography,History & Civics,Books,highest poverty,Grades 6-8,,,,,214,260.98,0,246,1,f,f,completed,1/24/2003,2/28/2003,7/23/2003,9/24/2003
"""25423cbce8b3492e3585061689cf3375""","""75a07eecc458f50b49d06af72c14c199""","""cabcc3ed826056c3969a8a99c5aeeaf6""",3.60E+11,40.829224,-73.856899,Bronx,NY,10472,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Mr.,f,f,Other,Applied Learning,,,Other,highest poverty,Grades PreK-2,,,,,0,0,0,0,0,f,f,completed,6/8/2003,6/19/2004,,2/8/2004
"""ff192f006ba0dd33c486d4d5c9d85215""","""367b88e62aa3f83ad773008b7a1bee70""","""3b42633237dca17709086288987e1cb4""",3.60E+11,40.844268,-73.913469,Bronx,NY,10452,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,t,f,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,,,,,268.28,327.17,0,295.11,1,f,f,completed,1/25/2003,2/5/2003,5/27/2003,9/25/2003
"""6c5dff5069ee341b31c9b9af52f560f5""","""367b88e62aa3f83ad773008b7a1bee70""","""3b42633237dca17709086288987e1cb4""",3.60E+11,40.844268,-73.913469,Bronx,NY,10452,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,t,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades PreK-2,,,,,150,182.93,0,165,1,f,f,completed,1/27/2003,2/5/2003,5/27/2003,9/27/2003
"""9ecec8f4e247fee6b0602eaba30b6bf9""","""5ca680e2658c253eb4ad7b81d213b19e""","""5f4bef33b0e38aaaeb322025e8da42cf""",3.60E+11,40.827859,-73.914261,Bronx,NY,10456,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Mr.,t,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades 6-8,,,,,369,450,0,425,1,f,f,completed,1/25/2003,4/25/2003,7/22/2003,6/15/2004
"""0ce756a6a37d40ee3bc7ca415e1cac9a""","""c4fdc6f68ffcbbfcd41c9e38952bbc50""","""3577a735944d73f69f32648fa4279c30""",3.60E+11,40.690002,-73.989372,Brooklyn,NY,11201,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,f,f,f,f,Mrs.,f,f,History & Geography,History & Civics,Literature & Writing,Literacy & Language,Trips,low poverty,Grades 9-12,,,,,856,1043.9,0,941.6,1,f,f,completed,1/30/2003,2/20/2003,5/23/2003,5/15/2003
"""9122d6b5076edef80669b41cec58c922""","""14ffb3fe71cbb37d2506435b92283670""","""9d9c5218ac1e984a706b4cf49e8a674d""",3.60E+11,40.685345,-73.993539,Brooklyn,NY,11201,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades 6-8,,,,,234,285.37,0,234,1,f,f,completed,1/27/2003,3/3/2003,7/9/2003,9/27/2003
"""1631a5bbff0e688ee2ee8557855dcae4""","""a1ca236e8dfb99389e949854540ebec6""","""2566816e72e467134b6e1812273a0d84""",3.60E+11,40.795109,-73.973517,New York,NY,10025,urban,Empowerment Support Organization,New York (Manhattan),f,f,f,f,f,f,Ms.,f,f,History & Geography,History & Civics,Literacy,Literacy & Language,Supplies,highest poverty,Grades 3-5,,,,,302,368.29,0,302,1,f,f,completed,1/27/2003,3/10/2003,7/8/2003,9/27/2003
"""b8535747ed552e92e974d88d5a12b30b""","""19480951240f24828428f2dbd350969c""","""d8f3760ada01ce96622a78340e90710d""",3.60E+11,40.810069,-73.917953,Bronx,NY,10454,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Ms.,t,f,Other,Applied Learning,,,Other,highest poverty,Grades PreK-2,,,,,0,0,0,0,0,f,f,expired,9/15/2003,,,5/15/2004
"""9a69c70ad0e8e4be71179400d88e0c5d""","""2e3398fcaf331b06763461578adb011a""","""0b1e5e63776cd6f4df72b944d73ec4fc""",3.60E+11,40.822987,-73.922531,Bronx,NY,10451,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Mr.,t,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Other,highest poverty,Grades PreK-2,,,,,600,731.71,0,672,2,f,f,completed,1/27/2003,4/18/2003,8/6/2003,9/27/2003
"""0ac58cbc46023111d4e04ca09f5b6745""","""2e3398fcaf331b06763461578adb011a""","""0b1e5e63776cd6f4df72b944d73ec4fc""",3.60E+11,40.822987,-73.922531,Bronx,NY,10451,urban,New York City Dept Of Ed,Bronx,f,f,f,f,f,f,Mr.,t,f,Applied Sciences,Math & Science,Environmental Science,Math & Science,Trips,highest poverty,Grades PreK-2,,,,,314,382.93,0,345.4,1,f,f,completed,1/31/2003,2/24/2003,1/28/2004,6/1/2003
